bblid,scanid,idemoBehAllEmoCorrectAverage,idemoBehAllEmoCorrectCount,idemoBehAllEmoCorrectMedian,idemoBehAllEmoCorrectStddev,idemoBehAllEmoIncorrectAverage,idemoBehAllEmoIncorrectCount,idemoBehAllEmoIncorrectMedian,idemoBehAllEmoIncorrectStddev,idemoBehAllEmoNrCount,idemoBehAngerCorrectAverage,idemoBehAngerCorrectCount,idemoBehAngerCorrectMedian,idemoBehAngerCorrectStddev,idemoBehAngerIncorrectAverage,idemoBehAngerIncorrectCount,idemoBehAngerIncorrectMedian,idemoBehAngerIncorrectStddev,idemoBehAngerNrCount,idemoBehFearCorrectAverage,idemoBehFearCorrectCount,idemoBehFearCorrectMedian,idemoBehFearCorrectStddev,idemoBehFearIncorrectAverage,idemoBehFearIncorrectCount,idemoBehFearIncorrectMedian,idemoBehFearIncorrectStddev,idemoBehFearNrCount,idemoBehHappyCorrectAverage,idemoBehHappyCorrectCount,idemoBehHappyCorrectMedian,idemoBehHappyCorrectStddev,idemoBehHappyIncorrectAverage,idemoBehHappyIncorrectCount,idemoBehHappyIncorrectMedian,idemoBehHappyIncorrectStddev,idemoBehHappyNrCount,idemoBehNoECorrectAverage,idemoBehNoECorrectCount,idemoBehNoECorrectMedian,idemoBehNoECorrectStddev,idemoBehNoEIncorrectAverage,idemoBehNoEIncorrectCount,idemoBehNoEIncorrectMedian,idemoBehNoEIncorrectStddev,idemoBehNoENrCount,idemoBehSadCorrectAverage,idemoBehSadCorrectCount,idemoBehSadCorrectMedian,idemoBehSadCorrectStddev,idemoBehSadIncorrectAverage,idemoBehSadIncorrectCount,idemoBehSadIncorrectMedian,idemoBehSadIncorrectStddev,idemoBehSadNrCount,idemoBehNonthreatCorrectAverage,idemoBehNonthreatCorrectCount,idemoBehNonthreatCorrectMedian,idemoBehNonthreatCorrectStddev,idemoBehNonthreatIncorrectAverage,idemoBehNonthreatIncorrectCount,idemoBehNonthreatIncorrectMedian,idemoBehNonthreatIncorrectStddev,idemoBehNonthreatNrCount,idemoBehThreatAllNrCount,idemoBehThreatCorrectAverage,idemoBehThreatCorrectCount,idemoBehThreatCorrectMedian,idemoBehThreatCorrectStddev,idemoBehThreatIncorrectAverage,idemoBehThreatIncorrectCount,idemoBehThreatIncorrectMedian,idemoBehThreatIncorrectStddev
118702,5552,2392.9175,57,2221.8,659.26544,1922.5,2,1922.5,607.26324,1,2210.7,12,2137.85,573.2358,0,0,0,0,0,2391.991,11,2218.7,450.66904,0,0,0,0,1,1940.3083,12,1945.4,239.17978,0,0,0,0,0,2630.818,11,2653.6,530.2514,1493.1,1,1493.1,0,0,2848.482,11,2559.3,974.1956,2351.9,1,2351.9,0,0,2374.652,23,2189.6,821.6769,2351.9,1,2351.9,0,0,1,2297.4043,23,2216.3,514.96875,0,0,0,0
118708,5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118738,5177,2868.329,24,2864,894.14703,3072.6333,3,2298.8,1460.127,33,3128.2,6,3312.65,922.9834,3459.5498,2,3459.5498,1834.5884,4,2472.65,2,2472.65,200.32338,2298.8,1,2298.8,0,9,2271.2334,6,2228.95,749.2997,0,0,0,0,6,3273.8333,3,3324.9,528.4538,0,0,0,0,9,3096.6428,7,3279.7,1080.696,0,0,0,0,5,2715.6846,13,2522.8,1000.65814,0,0,0,0,11,13,2964.3125,8,2837.6,840.42847,3072.6333,3,2298.8,1460.127
118759,5108,2402.2478,46,2211.85,862.7623,2310.0786,14,2166.45,726.9928,0,2345.1626,8,1902.35,1033.7213,2214.75,4,2146.1,1052.7152,0,3311.475,8,3118.0498,743.6557,2221.95,4,2175.2,520.8767,0,2342.7727,11,2412.5,846.7906,2285.8,1,2285.8,0,0,2103.85,10,2149.95,518.713,1933.85,2,1933.85,74.59976,0,2049.0334,9,1905.3,694.7142,2813.6,3,2591.2,898.5842,0,2210.59,20,1982.8501,776.5872,2681.65,4,2438.5,779.7087,0,0,2828.3188,16,2727.6,1002.87134,2218.35,8,2146.1,768.9203
118807,8351,2638.7583,55,2354,956.2439,3473.975,4,3266.1,1175.8658,1,2440.56,10,2031.1,1078.6797,2974.4,2,2974.4,926.0269,0,2981.3916,12,3045.15,1022.0466,0,0,0,0,0,2239.7334,12,2125.2,730.25635,0,0,0,0,0,2783.7727,11,2733.2,1001.89343,5044.1,1,5044.1,0,0,2745.1099,10,2559,910.1165,2903,1,2903,0,1,2469.45,22,2263.2,837.0568,2903,1,2903,0,1,0,2735.559,22,2504.3,1059.1499,2974.4,2,2974.4,926.0269
118861,5191,2581.5793,53,2409,832.4375,3208.1,6,3152.15,885.7813,1,3170.34,10,2750.45,1174.8888,3212.9,2,3212.9,1076.4995,0,2730.3445,9,2812,908.8253,2397.6,2,2397.6,189.36324,1,2017.1833,12,1869.3,431.1735,0,0,0,0,0,2258.3455,11,2205.8,354.11072,4254.8,1,4254.8,0,0,2863.5637,11,2915.3,647.42114,3772.8,1,3772.8,0,0,2421.9739,23,2385.1,685.82526,3772.8,1,3772.8,0,0,1,2961.9211,19,2812,1052.7218,2805.25,4,2491.6,787.2788
118864,5010,2006.9684,57,1908.1,611.51764,2350.85,2,2350.85,547.6543,1,1968.4083,12,1898.4,574.3338,0,0,0,0,0,2155.2273,11,2154.1,557.6781,2738.1,1,2738.1,0,0,1774.4834,12,1740.55,271.84924,0,0,0,0,0,2038.509,11,2087.8,582.1844,0,0,0,0,1,2122.8545,11,1728,945.18335,1963.6,1,1963.6,0,0,1941.0956,23,1728,688.9766,1963.6,1,1963.6,0,0,0,2057.7566,23,2024.1,561.605,2738.1,1,2738.1,0
118978,6114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118990,7292,2781.932,50,2772.25,918.16736,3932.6887,9,3963.4,1143.4026,1,2649.5874,8,2617.7,701.36993,3656.075,4,4036.5999,1321.7234,0,2432.15,10,1941.3999,1115.9971,4985.3,1,4985.3,0,1,2567.3083,12,2609.4502,813.9913,0,0,0,0,0,2800.2,10,2825.4,643.0077,3768.35,2,3768.35,88.31774,0,3476.8699,10,3354.4,994.286,4123.95,2,4123.95,1915.4814,0,2980.7454,22,3176.2998,992.7931,4123.95,2,4123.95,1915.4814,0,1,2528.7888,18,2352.4502,935.0247,3921.92,5,4109.8,1289.7993
119065,6601,2256.3767,56,2173.65,811.3905,3297.625,4,3805.5,1746.8536,0,2268.4092,11,2087.1,793.18536,3039.3,1,3039.3,0,0,2728.5,11,2694.1,1012.9313,4653.7,1,4653.7,0,0,1774.009,11,1675.7,333.6248,925.8,1,925.8,0,0,1921.5167,12,1705.5,611.42615,0,0,0,0,0,2619.8909,11,2738.6,813.65533,4571.7,1,4571.7,0,0,2196.95,22,2173.65,745.4223,2748.75,2,2748.75,2578.0408,0,0,2498.4546,22,2570.7998,918.48706,3846.5,2,3846.5,1141.5533
119287,5039,2064.1035,55,1888.2,682.8643,3516.2,5,3114.2,1207.4478,0,2092.82,10,1945.8,594.65283,3734.3,2,3734.3,1292.3085,0,1874.6833,12,1556.6001,616.8732,0,0,0,0,0,2043.1583,12,2014.6,407.97897,0,0,0,0,0,2077.26,10,1726.05,1040.053,4005.25,2,4005.25,1260.1349,0,2255.5273,11,2100.2,734.63257,2101.9,1,2101.9,0,0,2144.726,23,2021.6,583.35254,2101.9,1,2101.9,0,0,0,1973.8363,22,1830.25,602.68896,3734.3,2,3734.3,1292.3085
119302,7999,2577.3857,56,2625.75,687.4447,3931.0498,2,3931.0498,1418.1024,2,2400.8083,12,2202.8,453.77478,0,0,0,0,0,2508.26,10,2449.2,593.4856,4933.8,1,4933.8,0,1,2232.6167,12,2163.6,821.41223,0,0,0,0,0,3110.709,11,3100.7,395.67838,0,0,0,0,1,2675.6455,11,2278,805.35986,2928.3,1,2928.3,0,0,2444.5,23,2273.3,826.66876,2928.3,1,2928.3,0,0,1,2449.65,22,2216.9,511.67468,4933.8,1,4933.8,0
119317,5260,2395.7842,38,2246.75,715.5948,3664.4333,21,3810.4,976.22174,1,2354.8,11,2220.6,692.3334,1598.6,1,1598.6,0,0,4052.3,1,4052.3,0,3671.4,11,3810.4,767.4397,0,1917.3334,12,1804.3999,453.26886,0,0,0,0,0,3624.1,3,3564.6,573.4697,3886.675,8,3815.45,1099.5178,1,2473.1272,11,2615.8,336.787,3875.7,1,3875.7,0,0,2183.1477,23,2241.6,484.6316,3875.7,1,3875.7,0,0,0,2496.2583,12,2221.5,822.11676,3498.6667,12,3632.65,945.2318
119338,5413,2479.0017,58,2286.15,792.361,1932.7,2,1932.7,848.2453,0,2365.0364,11,2232.7,640.6578,2532.5,1,2532.5,0,0,2873.4727,11,3200.1,1002.0554,1332.9,1,1332.9,0,0,2279.7583,12,2212.9502,530.8895,0,0,0,0,0,2129.1582,12,2028.8501,458.92218,0,0,0,0,0,2770.9583,12,2542.4,1018.0916,0,0,0,0,0,2525.3584,24,2345.7998,832.74194,0,0,0,0,0,0,2619.2546,22,2528.5,860.9896,1932.7,2,1932.7,848.2453
119386,5009,2484.1143,56,2295.7002,894.52344,3896.6,1,3896.6,0,3,2686.9,11,2838.3,821.094,0,0,0,0,1,2059.1272,11,2238,725.36847,0,0,0,0,1,2677.691,11,2328.1,1069.584,0,0,0,0,1,2251.2334,12,1993.3,903.4032,0,0,0,0,0,2766.791,11,2778.5,848.95557,3896.6,1,3896.6,0,0,2722.241,22,2411.1,943.4238,3896.6,1,3896.6,0,1,2,2373.0137,22,2510.25,821.4705,0,0,0,0
119485,5122,2269.8655,58,1997.3501,903.25134,3233.4,2,3233.4,418.18304,0,2263.45,12,2016.25,960.8873,0,0,0,0,0,2488.5,12,2268.5,933.76447,0,0,0,0,0,1870.7084,12,1799.55,376.2485,0,0,0,0,0,2210.1333,12,2081.5,875.3271,0,0,0,0,0,2565.87,10,2070.45,1218.6683,3233.4,2,3233.4,418.18304,0,2186.691,22,1840.35,914.4208,3233.4,2,3233.4,418.18304,0,0,2375.975,24,2102.85,933.70026,0,0,0,0
119527,7335,2935.5464,41,2867.4,1048.6741,3513.3691,13,3436.1,715.4816,6,2987.8223,9,2867.4,867.7353,3766.65,2,3766.65,958.62463,1,3191.0667,6,2711.15,1259.0275,3781.2666,3,3973.2,522.73145,3,2633.0908,11,2176.2,1223.3705,3436.1,1,3436.1,0,0,2614.15,10,2723,911.15796,0,0,0,0,2,3843.02,5,3966.4,506.92184,3337.2285,7,3086.7,827.7229,0,3011.1938,16,2920.95,1183.9619,3349.5874,8,3261.4,767.1194,0,4,3069.12,15,2867.4,1003.5002,3775.42,5,3973.2,605.3334
119542,5556,2235.827,56,2077.45,740.567,1626.8,1,1626.8,0,3,2369.5,11,2505.1,707.9536,1626.8,1,1626.8,0,0,2545.4834,12,2721.4502,806.84735,0,0,0,0,0,1631.475,12,1701.45,379.10657,0,0,0,0,0,2447.9636,11,2411,877.0913,0,0,0,0,1,2209.07,10,2090.9,525.4685,0,0,0,0,2,1894.0182,22,1831.35,529.4075,0,0,0,0,2,0,2461.3174,23,2521.8,749.2649,1626.8,1,1626.8,0
119632,5223,2903.8867,53,2699.5,887.3685,0,0,0,0,7,2799.81,10,2759.55,542.7858,0,0,0,0,2,3423.77,10,3414,955.96783,0,0,0,0,2,2376.0332,12,2366.7998,634.66626,0,0,0,0,0,2747.28,10,2665.75,714.1707,0,0,0,0,2,3244.0908,11,3171.9,1156.5188,0,0,0,0,1,2791.1914,23,2517.1,1002.96704,0,0,0,0,1,4,3111.79,20,3020.1,821.52136,0,0,0,0
119671,5484,1944.6161,56,1859.4,591.25183,2893.7,4,2773.35,914.83923,0,2100.26,10,2095,513.8997,2240,2,2240,439.53766,0,2007.7084,12,1795.6,711.82965,0,0,0,0,0,1631.1833,12,1611.2,304.766,0,0,0,0,0,1864.45,10,1835.5,539.64514,3547.4,2,3547.4,779.9388,0,2132.0583,12,2040.2999,718.511,0,0,0,0,0,1881.6208,24,1778.7,597.3055,0,0,0,0,0,0,2049.7773,22,1926.05,617.1083,2240,2,2240,439.53766
119683,5146,2227.3306,59,2062.7,710.7655,2518.8,1,2518.8,0,0,2035.3667,12,1962.4,517.50867,0,0,0,0,0,2150.6833,12,2045.45,629.24316,0,0,0,0,0,2192.7417,12,2037.7,672.7566,0,0,0,0,0,2115.4,12,1877.3999,726.98303,0,0,0,0,0,2680.2,11,2548.2,909.6119,2518.8,1,2518.8,0,0,2425.8738,23,2263,815.09235,2518.8,1,2518.8,0,0,0,2093.025,24,2018.1,566.4985,0,0,0,0
119725,5716,2788.1667,51,2541.1,1046.9614,3393.3857,7,3325.5,1231.635,2,2873.4875,8,2522,1026.617,3242.1665,3,2924.8,1035.5885,1,3293.2363,11,3023.6,1404.1941,1734.3,1,1734.3,0,0,2491.0818,11,2225.1,886.2472,0,0,0,0,1,2338.0112,9,2136,930.03925,4097.6333,3,3547.4,1150.5652,0,2878.25,12,3249.0498,807.9605,0,0,0,0,0,2693.0825,23,2583,850.0116,0,0,0,0,1,1,3116.5,19,2838.5,1245.2407,2865.2,4,2663.6,1132.8625
119728,5148,2156.8728,55,1907.3,706.8422,3487.35,4,3527.45,565.1444,1,2127.0667,12,1864.05,671.1147,0,0,0,0,0,2384.6091,11,2294.7,825.78674,3354.7,1,3354.7,0,0,1563.0834,12,1565.05,316.99957,0,0,0,0,0,2391.9546,11,2345.4,658.5121,2779.4,1,2779.4,0,0,2422.6667,9,2022.5,680.8591,3907.65,2,3907.65,293.3787,1,1931.4762,21,1772.2,656.2736,3907.65,2,3907.65,293.3787,1,0,2250.2393,23,2138.3,743.2804,3354.7,1,3354.7,0
119791,5079,2635.8625,56,2503.95,884.09357,4076.5334,3,4133.5,156.43301,1,2932.8728,11,2509.7,927.56506,4133.5,1,4133.5,0,0,2884.6182,11,2543.8,1180.6511,0,0,0,0,1,2426.65,12,2331.05,526.6717,0,0,0,0,0,2285.6917,12,2001.45,890.3332,0,0,0,0,0,2706.78,10,2634.8,743.6541,4048.05,2,4048.05,209.93994,0,2553.982,22,2511.1,634.5767,4048.05,2,4048.05,209.93994,0,1,2908.7454,22,2542.9502,1036.3844,4133.5,1,4133.5,0
119848,5718,2064.0037,56,1994.2,635.2099,2998.975,4,3046.2,550.2693,0,2032.3091,11,2142.4,439.90988,2984.2,1,2984.2,0,0,2099.9583,12,1931.75,1063.4436,0,0,0,0,0,1868.5667,12,1933.05,312.16748,0,0,0,0,0,1916.85,12,1834.85,526.3957,0,0,0,0,0,2511.5889,9,2639.9,378.9938,3003.9,3,3108.2,673.83154,0,2144.1477,21,2114,466.23386,3003.9,3,3108.2,673.83154,0,0,2067.6042,23,1953.4,809.0822,2984.2,1,2984.2,0
119878,6385,2824.3374,56,2775.2002,826.2937,3417.4666,3,3494.2,331.1365,1,2455.2817,11,2392.7,525.90564,0,0,0,0,1,3078.818,11,3266.4,860.0997,3054.7,1,3054.7,0,0,2765.6,12,2643.1,673.5257,0,0,0,0,0,2628.5916,12,2551,1014.5976,0,0,0,0,0,3255.75,10,3123.4,849.96344,3598.85,2,3598.85,147.99748,0,2988.3955,22,2827.1,780.7928,3598.85,2,3598.85,147.99748,0,1,2767.05,22,2837.1,765.37787,3054.7,1,3054.7,0
119971,5064,2045.6418,55,2016.9,478.9521,2481.98,5,2510.2,507.27512,0,1855.6182,11,1956,352.14282,1688.3,1,1688.3,0,0,2096.25,8,1912.8999,685.7982,2680.4,4,2676.1,283.96143,0,1984.65,12,1891.55,328.08115,0,0,0,0,0,1939.225,12,1967.2,326.16125,0,0,0,0,0,2353.5,12,2499.7998,585.0649,0,0,0,0,0,2169.075,24,2203.0498,500.67874,0,0,0,0,0,0,1956.9368,19,1956,516.4228,2481.98,5,2510.2,507.27512
120013,6361,2764.6304,56,2629.75,1068.8967,3564.5667,3,2943.7,1416.6084,1,3305.8545,11,3409,1026.7861,5185.6,1,5185.6,0,0,2566.4727,11,2220,1019.4841,0,0,0,0,1,2054.25,12,2021.05,681.6187,0,0,0,0,0,2673.2834,12,2559.9,998.7528,0,0,0,0,0,3349.33,10,2914.95,1182.8157,2754.0498,2,2754.0498,268.20563,0,2642.9229,22,2493.1,1130.7533,2754.0498,2,2754.0498,268.20563,0,1,2936.1636,22,3184.45,1067.778,5185.6,1,5185.6,0
120052,6364,1883.3143,56,1777.5,706.5937,3524.025,4,3402.95,1199.4084,0,2115.4082,12,2158.9,672.20825,0,0,0,0,0,2414.809,11,2153.3,1104.2523,5062.3,1,5062.3,0,0,1535.9833,12,1476.3999,335.2185,0,0,0,0,0,1564.37,10,1609.8,408.31622,2988.7,2,2988.7,1075.9337,0,1767.4818,11,1838.9,345.39996,3056.4,1,3056.4,0,0,1646.7,23,1627.1,352.69522,3056.4,1,3056.4,0,0,0,2258.6,23,2153.3,896.42456,5062.3,1,5062.3,0
120055,5909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120127,5231,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0
120217,7996,2003.5157,57,1817.1,610.7242,3297.5334,3,3019.1,1086.3491,0,1823.0546,11,1805.6,310.25296,4496,1,4496,0,0,2237.4666,12,2054.35,738.597,0,0,0,0,0,1676.7916,12,1628.55,188.07144,0,0,0,0,0,1898.8909,11,1895.2,300.90863,2377.5,1,2377.5,0,0,2389.809,11,2243.1,925.81573,3019.1,1,3019.1,0,0,2017.8,23,1783.9,734.7902,3019.1,1,3019.1,0,0,0,2039.2695,23,1948.3,601.09644,4496,1,4496,0
120220,5275,1988.9326,49,1980.1,483.56293,2240.28,10,2319.5,1040.3044,1,1956.47,10,1872.6001,276.51544,2892.45,2,2892.45,1086.8939,0,2151.025,8,2321.2,728.9232,1938.8,3,2854.5,1604.2598,1,1747.7545,11,1724.2,293.45206,3227.5,1,3227.5,0,0,2056.2546,11,2108.2,401.75766,2515.1,1,2515.1,0,0,2093.4111,9,2291.4,645.4305,1686.3,3,1775.3,398.32825,0,1903.3,20,1833.75,501.8494,2071.6,4,1903.95,836.4217,0,1,2042.9388,18,1991.6001,518.8041,2320.26,5,2854.5,1361.9816
120292,6192,2761.234,56,2587.65,1059.065,3563.9,1,3563.9,0,3,2672.74,10,2495.4,1041.3687,0,0,0,0,2,3006.8083,12,2915.5,1246.74,0,0,0,0,0,2943.1167,12,3017.15,896.8989,0,0,0,0,0,2685.4182,11,2564.1,1168.1005,0,0,0,0,1,2451.182,11,2281.7,1000.9031,3563.9,1,3563.9,0,0,2707.8435,23,2579.8,959.53687,3563.9,1,3563.9,0,0,2,2854.959,22,2723.65,1143.6521,0,0,0,0
120364,5605,2171.966,56,2043.7,744.7817,2614.35,4,2612.0498,663.89233,0,2144.1545,11,2029.5,409.86453,1813.8,1,1813.8,0,0,2452.9666,12,2184.5,1066.1924,0,0,0,0,0,1764.2583,12,1794.2,250.64825,0,0,0,0,0,2022.51,10,2032.05,637.9256,2612.0498,2,2612.0498,181.93861,0,2473.8728,11,2186.9,882.8255,3419.5,1,3419.5,0,0,2103.6392,23,1915.8,719.05347,3419.5,1,3419.5,0,0,0,2305.274,23,2170.6,818.3028,1813.8,1,1813.8,0
120403,5153,2078.3691,52,1903.2,701.3274,2693.35,4,2614.65,1150.3706,4,1863.56,10,1708.1,502.27414,1684.5,1,1684.5,0,1,2198.65,10,2072.85,986.81836,3681.5,2,3681.5,251.87157,0,2055.85,12,2040.7,564.1632,0,0,0,0,0,2134.19,10,2023.2,515.8346,0,0,0,0,2,2144.1,10,1871.5,910.9003,1725.9,1,1725.9,0,1,2095.9636,22,1961.55,724.1157,1725.9,1,1725.9,0,1,1,2031.105,20,1754.05,781.23505,3015.8333,3,3503.4,1166.6431
120448,5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120508,5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120514,5912,2324.8755,57,2258.3,555.97955,4635.2666,3,4658.1,525.92194,0,2361.9417,12,2299.5,500.04193,0,0,0,0,0,2438.2363,11,2334.9,809.88354,5149.4,1,5149.4,0,0,1973.5416,12,1895.6,231.0275,0,0,0,0,0,2421.0273,11,2271.5,604.6039,4098.3,1,4098.3,0,0,2458.2,11,2473.3,426.83725,4658.1,1,4658.1,0,0,2205.3347,23,2080.9,413.2519,4658.1,1,4658.1,0,0,0,2398.4304,23,2324,651.67554,5149.4,1,5149.4,0
120562,5693,2767.4944,54,2799.7002,718.0716,4651.55,2,4651.55,305.25778,4,2594.3801,10,2638.85,583.7501,4867.4,1,4867.4,0,1,2854.0454,11,2984.1,577.5512,4435.7,1,4435.7,0,0,2537.6729,11,2657.2,531.5005,0,0,0,0,1,2698.1091,11,2758.4,788.95416,0,0,0,0,1,3137.5273,11,2966.1,967.1642,0,0,0,0,1,2837.6,22,2821.15,821.092,0,0,0,0,2,1,2730.3953,21,2766.1,581.1934,4651.55,2,4651.55,305.25778
120613,5458,2789.7317,41,2516.4,869.1846,1870.5143,7,1875.3,1053.5682,12,2989.0889,9,2749.4,1038.4977,1875.3,1,1875.3,0,2,2501.95,6,2118.95,908.21735,2057.6,3,1935.1,735.145,3,2947.23,10,2679.35,944.19885,1254.3,1,1254.3,0,1,2575.675,8,2607.95,671.6842,0,0,0,0,4,2798.475,8,2484.1,829.4239,1895.6,2,1895.6,2256.802,2,2881.1167,18,2508.25,872.37195,1681.8333,3,1254.3,1638.1898,3,5,2794.2334,15,2568.1,985.843,2012.025,4,1905.2,607.12476
120646,5188,1889.0228,57,1744.8,557.31964,1918.5333,3,2020,796.9592,0,2035.4834,12,2070.45,661.0591,0,0,0,0,0,1765.5728,11,1653.5,660.6111,1075.7,1,1075.7,0,0,1748.05,12,1693.6,408.1897,0,0,0,0,0,1872.975,12,1903.1499,601.2141,0,0,0,0,0,2037.49,10,1996.45,411.89743,2339.95,2,2339.95,452.47757,0,1879.6136,22,1798.6001,426.31866,2339.95,2,2339.95,452.47757,0,0,1906.3956,23,1673.4,660.20544,1075.7,1,1075.7,0
120684,8247,2590.391,45,2196.3,1133.6638,2914.46,10,3053.7998,632.3059,5,2319.6333,6,2009.35,1115.5562,3045.2,5,3043.7,571.9944,1,2855.45,8,2537.6,1413.6263,3306.9668,3,3274.6,168.8922,1,2423.55,10,1947.75,1156.4517,0,0,0,0,2,2740.3635,11,2141,1340.9534,1934.8,1,1934.8,0,0,2542.67,10,2408.5498,727.964,2062.9,1,2062.9,0,1,2483.11,20,2258.85,942.47034,2062.9,1,2062.9,0,3,2,2625.8142,14,2186.35,1276.8665,3143.3625,8,3110.25,462.02008
120695,5337,2684.1775,58,2406,962.5671,3195.2,2,3195.2,2468.2268,0,3344.8455,11,3123.3,745.81476,1449.9,1,1449.9,0,0,2972.4167,12,2487.75,1114.2659,0,0,0,0,0,1970.3334,12,2074,511.4318,0,0,0,0,0,2005.1333,12,2114.25,396.47382,0,0,0,0,0,3228.5818,11,3194.5,909.93634,4940.5,1,4940.5,0,0,2572.1042,23,2210.1,959.24115,4940.5,1,4940.5,0,0,0,3150.5347,23,2979.4,953.8416,1449.9,1,1449.9,0
120730,5569,2094.358,57,2053,874.9422,1840.2333,3,1793.5,1118.3325,0,1846.4166,12,1790.25,349.30957,0,0,0,0,0,2664.92,10,2481.9502,1137.6825,1863.6,2,1863.6,1580.525,0,1729.9917,12,1723.95,432.86075,0,0,0,0,0,1864.15,12,1578.3,1201.4757,0,0,0,0,0,2494.7727,11,2504.5,628.6776,1793.5,1,1793.5,0,0,2095.7566,23,2104.3,652.623,1793.5,1,1793.5,0,0,0,2218.4636,22,2080.55,890.3007,1863.6,2,1863.6,1580.525
120808,7422,2643.1558,52,2434.7002,965.8938,2887.1833,6,2962.85,473.44598,2,2786.78,10,2912.9,912.5032,3113.8,1,3113.8,0,1,2543.818,11,2377.8,952.07355,2131.8,1,2131.8,0,0,2524.75,12,2297.4,848.12915,0,0,0,0,0,2553.9,8,2506.4,1152.6565,3151,3,3028.4,332.41254,1,2806.009,11,2574.4,1138.8893,2624.5,1,2624.5,0,0,2659.2651,23,2420.1,984.8222,2624.5,1,2624.5,0,0,1,2659.5144,21,2449.3,918.3574,2622.8,2,2622.8,694.37885
120818,6757,2060.4421,57,1985.2,663.0614,3059.9001,3,2194.8,1795.9785,0,1618.8182,11,1603.4,386.64386,5124.7,1,5124.7,0,0,2041.009,11,1985.2,325.57205,1860.2,1,1860.2,0,0,1892.725,12,1837.05,564.86896,0,0,0,0,0,2301.45,12,2148.7002,899.88837,0,0,0,0,0,2441.5454,11,2534.4,697.5798,2194.8,1,2194.8,0,0,2155.2043,23,2042.8,677.7191,2194.8,1,2194.8,0,0,0,1829.9136,22,1788.15,410.29922,3492.4502,2,3492.4502,2308.3503
120832,5426,2191.222,55,2097.7,570.7175,2357.88,5,3031.8,1061.1697,0,2002.1091,11,1979.5,406.52026,1130.5,1,1130.5,0,0,2095.209,11,2175.3,305.40146,1267.2,1,1267.2,0,0,2035.3167,12,1950.8501,433.27435,0,0,0,0,0,2336.5,9,2065.5,795.7353,3130.5667,3,3144.5,92.58958,0,2499.5334,12,2372.75,723.367,0,0,0,0,0,2267.425,24,2286.25,629.4868,0,0,0,0,0,0,2048.6592,22,2037.35,354.08902,1198.85,2,1198.85,96.66146
120850,5159,2447.09,40,2347.8,829.7715,2622.2715,14,2484.55,987.19244,6,2174.67,10,1935.45,817.1422,0,0,0,0,2,1950.8201,5,1986.4,333.13403,2572.1,6,1942.3999,1396.5481,1,2787.0417,12,2391.2,1096.4194,0,0,0,0,0,2640.011,9,2648,632.8672,2692.2,3,2582.9,280.03293,0,2294.55,4,2250,246.88025,2640.52,5,2485.8,826.00366,3,2663.9187,16,2372.85,970.70374,2640.52,5,2485.8,826.00366,3,3,2100.0535,15,1986.4,687.66864,2572.1,6,1942.3999,1396.5481
120873,5333,2804.477,52,2708.55,775.44775,1892.525,4,2259.85,951.19885,4,2796.6636,11,2916.1,744.5627,1995.2,1,1995.2,0,0,3100.59,10,3278.45,968.93207,2533.8,1,2533.8,0,1,2443.2546,11,2505.3,658.09796,0,0,0,0,1,2713.2168,12,2702.25,682.85504,0,0,0,0,0,3078.65,8,3207.1,774.5823,1520.55,2,1520.55,1419.7997,2,2710.7896,19,2613.7,760.14136,1520.55,2,1520.55,1419.7997,3,1,2941.3904,21,2932.3,850.79517,2264.5,2,2264.5,380.84778
120902,5233,2380.7456,57,2272.5,840.78204,2595.4,1,2595.4,0,2,2620.8364,11,2545.2,886.4542,0,0,0,0,1,2707.9272,11,2692.1,869.5796,0,0,0,0,1,1819,12,1732.05,524.3882,0,0,0,0,0,2053.7083,12,2126,547.01953,0,0,0,0,0,2783.0544,11,2694,958.5949,2595.4,1,2595.4,0,0,2280.0696,23,2219.1,893.10004,2595.4,1,2595.4,0,0,2,2664.3818,22,2566.2,858.0547,0,0,0,0
